count,loss_func,grad_norm
0,1.4661945740056441,1.1508863781064098
10,0.8061092499437676,0.7521331793865522
20,0.6137980732280716,0.4777366191087251
30,0.5527793167571057,0.2627787492775365
40,0.5095499169041587,0.2013310497929295
50,0.47809571801820466,0.2772060763979907
60,0.45307671692706725,0.20345646316772742
70,0.5031217351693456,0.07669666528930051
80,0.518280315629901,0.07497427122998775
90,0.4822795191578676,0.10011642474282959
100,0.47809869085568785,0.09343864958767611
110,0.45992971899791557,0.07914800954338695
120,0.48168856282350203,0.10896238806592792
130,0.45983492120677316,0.1399176343307049
140,0.5000451159712636,0.27421699104838493
150,0.4895126618319772,0.06431979932124096
160,0.5227687398649575,0.16952805453240077
170,0.4843051789467804,0.056980005474722165
180,0.4568112196628498,0.061329741192562175
190,0.41004319722984856,0.1415723063970482
200,0.4771015940471374,0.16217146263845408
210,0.41454234506534027,0.09238725332117684
220,0.42789680138587166,0.08836362966297019
230,0.49431960502806893,0.1319611624203631
240,0.39946000197818177,0.13217294867256163
250,0.4358060523976968,0.059841939501256075
260,0.4476393919782363,0.10675063819132273
270,0.35954909804198626,0.10935273856606899
280,0.47198977306885637,0.06511631652950121
290,0.408457976354515,0.13911558096578042
300,0.45105367974212496,0.13552978981517935
310,0.42119320070393884,0.10320481484806797
320,0.47212333586111865,0.1388328237174775
330,0.39673364124764043,0.06799634027153936
340,0.4658337469858621,0.07587779713345998
350,0.44817531955246587,0.0584206413355112
360,0.4171310723982644,0.1638319220418779
370,0.44623010745332764,0.14151355509364105
380,0.42289254489179695,0.12823416244898567
390,0.45251851478290794,0.1601527045932531
400,0.4251288634815127,0.10310164683189237
410,0.46518645247457313,0.09670014827628128
420,0.4644958135856056,0.17367046307720374
430,0.44532080685695924,0.05110851553372452
440,0.44624073670207454,0.05994476565412036
450,0.4534646299200374,0.06736770660991172
460,0.41639525451643605,0.05158043487731798
470,0.3989524424487755,0.06612470322413669
480,0.4336942966763819,0.12863465498438512
490,0.3979078273612865,0.13079002363655406
500,0.45374619355145573,0.12292266742939532
510,0.3509692275081618,0.08872378302029318
520,0.422473386813425,0.06089532860734594
530,0.4000978330925033,0.27405355384163504
540,0.4489681137554751,0.0590801131713226
550,0.4183340488612462,0.13645768086420287
560,0.4313024099469974,0.06098012813576799
570,0.39108327723751674,0.0812089285139748
580,0.36895355410252734,0.12904658633092192
590,0.44335036911501896,0.08300037687247488
600,0.4030100466685653,0.11077566298832463
610,0.3982740776222492,0.05367753310210715
620,0.40854780820926834,0.09542827549903497
630,0.4023423583823207,0.061332174406444895
640,0.41860577414533856,0.049037395324501805
650,0.3770089493900856,0.05650785412847954
660,0.3952369803225605,0.07215872732733701
670,0.41017299399866514,0.049870221255570765
680,0.4190795381946528,0.048614007968453346
690,0.4298101613877471,0.0896698717036784
700,0.45093483838862847,0.050467915455965545
710,0.3374157300974371,0.05474531921069636
720,0.43344180733560445,0.1475276316765611
730,0.3822695682498718,0.045599900250288414
740,0.3969316061160336,0.06425053585142868
750,0.40555964995375066,0.14291025820877595
760,0.38516426524474673,0.06230740198925693
770,0.39001705328370306,0.04641194466242125
780,0.3886985861234391,0.14812043077730233
790,0.36555635336608217,0.14944742822353974
800,0.4307188888961654,0.07244484684999603
810,0.353206528049777,0.09207587549148726
820,0.3951964946701921,0.05084636990724934
830,0.3446400219631364,0.05110557331632246
840,0.4188229072392191,0.05152962527327629
850,0.3895806600948874,0.07053235092231856
860,0.34040229039106096,0.08702997900359266
870,0.3749173372015028,0.14260523969415306
880,0.42097241206992814,0.18897896259417996
890,0.4165880002802676,0.12919318542026284
900,0.3302365362114428,0.19494405836882808
910,0.43387633130930614,0.15796929687672015
920,0.3858698131389786,0.052768353051211137
930,0.3817313101466354,0.10997142921053694
940,0.4203414720910431,0.05625079518110757
950,0.3843041500879393,0.041531347760424685
960,0.35813152790309194,0.12148503884251614
970,0.3986156786806601,0.12949261788103045
980,0.38566450883004905,0.173782615247191
990,0.4182856281610738,0.1005570617213808
1000,0.3458129499350896,0.09074150917367724
1010,0.37172467351888117,0.1355468665625586
1020,0.4026333381608361,0.07067919740308344
1030,0.37904285403795823,0.12466354788921696
1040,0.3868800203841149,0.12174205864984249
1050,0.36693332148045277,0.12721839304626836
1060,0.31116644031123164,0.11391119709854959
1070,0.4110116914272222,0.16291616119658753
1080,0.3520044323117098,0.0982749004436026
1090,0.40545391801794367,0.061548015370328044
1100,0.3913167387109062,0.046654215059645864
1110,0.304827410855135,0.040624309842483275
1120,0.3515772596522828,0.052987417415947424
1130,0.44629690830000707,0.0905283920890893
1140,0.3521290842945071,0.04825908889094323
1150,0.3980115459524584,0.05538670513221552
1160,0.3091945048337931,0.09949894357029905
1170,0.3736518454989537,0.04059088479471262
1180,0.3413768844054302,0.041735492622374505
1190,0.3248545726028869,0.0646113602499668
1200,0.3431735210445019,0.09744511438208694
1210,0.31137630344018835,0.08864204073778856
1220,0.32695310369896774,0.04972381547759542
1230,0.3868358002530147,0.164241078437914
1240,0.32394342581492447,0.046504607477801246
1250,0.3565778585419105,0.04089739662661623
1260,0.3880837897237178,0.14914256088418268
1270,0.3394863303925541,0.06412345495573045
1280,0.34269172078453103,0.041606439384181376
1290,0.3904063617089422,0.07685617136190183
1300,0.365214586441518,0.12960270947381516
1310,0.3410379694762543,0.13320086284922172
1320,0.37873547855808254,0.06558853202678588
1330,0.3771302564520356,0.07777365545986795
1340,0.3053154665829442,0.0594016851489288
1350,0.2767928279433556,0.12076862739005167
1360,0.3298073428594768,0.10555269059156072
