count,loss_func,grad_norm
43560,0.10062545717007573,0.0031953020605253843
43570,0.10062035345745583,0.0031946135322803645
43580,0.10061525194384587,0.0031939252959373786
43590,0.1006101526278401,0.003193237351306714
43600,0.10060505550803404,0.0031925496981988176
43610,0.1005999605830245,0.0031918623364243044
43620,0.10059486785140936,0.0031911752657939572
43630,0.10058977731178773,0.0031904884861187178
43640,0.10058468896275999,0.0031898019972097036
43650,0.10057960280292766,0.0031891157988781834
43660,0.10057451883089347,0.003188429890935604
43670,0.10056943704526138,0.0031877442731935673
43680,0.10056435744463647,0.003187058945463842
43690,0.10055928002762511,0.003186373907558366
43700,0.10055420479283483,0.003185689159289233
43710,0.10054913173887438,0.003185004700468711
43720,0.10054406086435355,0.003184320530909222
43730,0.10053899216788355,0.003183636650423355
43740,0.10053392564807664,0.003182953058823868
43750,0.10052886130354628,0.0031822697559236697
43760,0.10052379913290715,0.0031815867415358468
43770,0.10051873913477513,0.003180904015473636
43780,0.10051368130776722,0.0031802215775504445
43790,0.10050862565050164,0.0031795394275798403
43800,0.10050357216159779,0.003178857565375549
43810,0.10049852083967631,0.0031781759907514692
43820,0.10049347168335888,0.0031774947035216514
43830,0.10048842469126847,0.0031768137035003098
43840,0.1004833798620292,0.003176132990501822
43850,0.10047833719426635,0.0031754525643407244
43860,0.10047329668660643,0.003174772424831723
43870,0.10046825833767702,0.0031740925717896724
43880,0.10046322214610696,0.0031734130050295978
43890,0.10045818811052626,0.0031727337243666843
43900,0.10045315622956602,0.003172054729616274
43910,0.1004481265018586,0.003171376020593865
43920,0.10044309892603744,0.0031706975971151274
43930,0.10043807350073723,0.003170019458995883
43940,0.10043305022459378,0.0031693416060521165
43950,0.10042802909624406,0.0031686640380999696
43960,0.1004230101143262,0.003167986754955746
43970,0.10041799327747952,0.0031673097564359066
43980,0.10041297858434449,0.0031666330423570747
43990,0.10040796603356268,0.0031659566125360316
44000,0.10040295562377695,0.0031652804667897175
44010,0.10039794735363113,0.0031646046049352283
44020,0.10039294122177038,0.003163929026789819
44030,0.10038793722684092,0.003163253732170909
44040,0.1003829353674901,0.003162578720896066
44050,0.10037793564236652,0.003161903992783026
44060,0.10037293805011986,0.003161229547649674
44070,0.10036794258940092,0.0031605553853140574
44080,0.10036294925886169,0.0031598815055943813
44090,0.10035795805715535,0.003159207908309007
44100,0.10035296898293614,0.0031585345932764516
44110,0.10034798203485946,0.003157861560315388
44120,0.10034299721158191,0.00315718880924465
44130,0.10033801451176118,0.0031565163398832303
44140,0.10033303393405611,0.00315584415205027
44150,0.10032805547712666,0.0031551722455650695
44160,0.10032307913963397,0.003154500620247089
